date,ret_1d,ret_3d,ret_7d,ret_14d,ret_30d,ret_90d,ma_z_30,ma_z_90,ma_z_200,dd_90,ru_90,rangepos_7,rv,rv_ratio_3_30,rv_rank,park_ratio,volu_z_7_90,spotvol_z,upvol_share_7,mvrv,mvrv_rank,mvrv_ch_30,netflow_7,netflow_30,netflow_rank,splyex_ch_7,splyex_ch_30,flowin_z,adr_mom_30,adr_px_div,hash_mom_30,fee_z,txtfr_mom_30,ethbtc_ch_7,ethbtc_ch_30,stbl_gr_7,stbl_gr_30,funding,funding_3d,funding_z_30,fwd_ret_1d,fwd_ret_2d,fwd_ret_3d,close
2012-01-24,0.00459067370859905,-0.03303603727702301,0.08770558041910545,-0.0862477267043324,,,,,,,,0.6518987341772153,0.1301392417297921,,,,,,0.48681651715745256,1.23243877,,,-0.009206086760169062,,,-0.06054117608403731,,,,,,,,,,,,,,,-0.0373293730940387,-0.1747169574087352,-0.1079082877366249,6.55
2012-01-25,-0.037329373094038755,-0.07331526501748306,-0.11795910749414791,-0.1037744725021916,,,,,,,,0.5,0.1627943373436642,,,,,,0.3490570654493798,1.21229511,,,-0.02780836705530493,,,-0.16294075510377437,,,,,,,,,,,,,,,-0.1373875843146964,-0.0705789146425861,-0.2508617347466925,6.31
2012-01-26,-0.13738758431469644,-0.17012628370013633,-0.1230218145126628,-0.1685913639820526,,,,,,,,0.0,0.1490935748427469,,,,,,0.4841348341697026,1.12369377,,,-0.012068972569877804,,,-0.0779014728189128,,,,,,,,,,,,,,,0.0668086696721103,-0.113474150431996,0.0,5.5
2012-01-27,0.06680866967211031,-0.10790828773662496,-0.16718489766616532,-0.11551288712184422,,,,,,,,0.6603174603174603,0.250659214756911,,,,,,0.4660680529515196,1.04093223,,,0.01392381025095194,,,0.10799232416864846,,,,,,,,,,,,,,,-0.1802828201041062,-0.0668086696721102,-0.0523679855173159,5.88
2012-01-28,-0.18028282010410623,-0.2508617347466925,-0.3212271451177543,-0.24927569159105778,,,,,,,,0.36274509803921573,0.1802828201041062,,,,,,0.5487667766537319,1.03027298,,,0.01958874739274414,,,0.1589113520862011,,,,,,,,,,,,,,,0.113474150431996,0.1279148345867904,0.0764328787516469,4.91
2012-01-29,0.11347415043199605,0.0,-0.2107028493321795,-0.2623642644674911,,,,,,,,0.5555555555555555,0.2144621315216949,,,,,,0.4653839140843067,1.09958449,,,0.026702514762451078,,,0.22988765235150677,,,,,,,,,,,,,,,0.0144406841547944,-0.0370412716803491,0.0668086696721103,5.5
2012-01-30,0.014440684154794428,-0.052367985517315925,-0.15568559954534195,-0.2409060076540501,,,-0.9814610234551481,,,,,0.5816993464052287,0.0634227686584961,1.1318563427437485,,1.0678071054199345,,,0.6374681646032503,1.04861043,,,0.025053150661123895,0.022474907048796084,,0.2126680954872644,,,,,,,,,,,,,,,-0.0514819558351434,0.0523679855173159,0.1181812040868877,5.58
2012-01-31,-0.05148195583514345,0.07643287875164698,-0.21175822908908437,-0.12405264866997888,0.058268908123975824,,-1.4305083296514471,,,,,0.4901960784313725,0.6171862546184783,1.945368837421031,,1.6144771332861463,,,0.3325367549877782,1.07087848,,0.11421107344132397,0.037962090913683154,0.01864072128919149,,0.36190544940237435,1.2687139109906473,,,,,,,,,,,,,,0.1038499413524593,0.1696631599220313,0.1728428128394108,5.3
2012-02-01,0.10384994135245938,0.06680866967211031,-0.07057891464258619,-0.18853802213673418,0.16211884947643512,,-0.6614243862694569,,,,,0.8286852589641436,0.1419126756100294,1.7341991243712183,,1.4544672636815816,,,0.4705232885503339,1.07878577,,0.0023686242142839653,0.03160842577180226,0.013837030699189694,,0.284123957560382,0.709725887972064,,,,,,,,,,,,,,0.0658132185695718,0.0689928714869514,0.0101523714640181,5.88
2012-02-02,0.06581321856957183,0.1181812040868877,0.13262188824168208,0.009600073729019358,0.1715517346098993,,-0.09548518119243053,,,,,1.0,0.1170057900747667,1.834854990640078,,1.5251370542377285,,,0.7795776486840983,1.18086101,,0.11475562256498484,0.01817289849296119,0.013435529282318137,,0.14575136245668063,0.6752267359690196,,,,,,,,,,,,,,0.0031796529173795,-0.0556608471055537,-0.1146033827390038,6.28
2012-02-03,0.0031796529173795844,0.17284281283941083,0.06899287148695142,-0.09819202617921385,0.12315457945829433,,-0.1055053418318405,,,,,0.9803921568627452,0.1397200571949123,0.8276864530524324,,0.8245811177996615,,,0.8074123860788305,1.18457113,,0.19575467672252955,0.0018932273176424067,0.014223884822925567,,0.013430581226384186,0.7443377978793408,,,,,,,,,,,,,,-0.0588405000229333,-0.1177830356563835,-0.1177830356563835,6.3
2012-02-04,-0.05884050002293335,0.010152371464018128,0.19043519156812444,-0.13079195354962997,-0.1129077212932092,,-0.6661944045257614,,,,,0.7925925925925927,0.1755803443566307,0.8780382184312803,,0.836010868064187,,,0.7198741610366983,1.15560669,,0.021647494119018784,0.0005500584042804738,0.015279047331241859,,0.003865291783577307,0.8462836652455752,,,,,,,,,,,,,,-0.05894253563345,-0.05894253563345,-0.0429988852363139,5.94
2012-02-05,-0.05894253563345009,-0.11460338273900386,0.018018505502678212,-0.19268434382950125,-0.06899287148695156,,-1.1871303742252421,,,,,0.6666666666666665,0.1244055163657473,0.8835890379408146,,0.8759459353907721,,,0.6654751429467042,1.14466214,,-0.16766908039952177,-0.010838149574624359,0.010749555665705368,,-0.07051712126730181,0.4759857196572561,,,,,,,,,,,,,,0.0,0.0159436503971361,0.0470880360989015,5.6
2012-02-06,0.0,-0.11778303565638351,0.0035778213478839024,-0.152107778197458,-0.1941560144409575,,-1.1087954952314574,,,,,0.6666666666666665,0.1545576744543882,0.908041581451925,,0.8933974637037632,,,0.6320064545050057,1.10288002,,-0.1707159605217855,-0.010121096193879933,0.010034232976879191,,-0.06616036540010284,0.4306704045806464,,0.17999865388048342,0.37415466832144095,0.12978551893530987,,0.21054404122380177,,,,,,,,0.0159436503971361,0.0470880360989015,0.0504893999223918,5.6
2012-02-07,0.015943650397136164,-0.04299888523631398,0.0710034275801635,-0.14075480150892095,-0.20719990091707363,,-0.9013874459946299,,,,,0.37692307692307714,0.115340184169896,0.7730530469916408,,0.7388671070507389,,,0.8046300167755379,1.066879,,-0.2086935913384681,-0.00468974492532688,0.01031098769932628,,-0.031784777000793296,0.4478686865032373,,0.15633885443460294,0.36353875535167657,0.08311680815877276,,0.1770828026004505,,,,,,,,0.0311443857017655,0.0345457495252557,0.0328465137722958,5.69
2012-02-08,0.03114438570176552,0.04708803609890158,-0.0017021280705304183,-0.07228104271311661,-0.0706949995574819,,-0.580808557583112,,,,,0.5153846153846154,0.0449890323017974,0.6225891642564704,,0.5930270049889116,,,0.8213150029880993,1.10174851,,-0.21410471483382765,-0.0019194747932939047,0.007745463816482326,,-0.013258182325605161,0.30270061410863125,,0.11099770751350668,0.18169270707098858,0.06636359352349652,,0.1358949261207396,,,,,,,,0.0034013638234902,0.0017021280705303,-0.0651065416015799,5.87
2012-02-09,0.0034013638234902605,0.05048939992239183,-0.06411398281661201,0.06850790542507001,-0.19245677868799774,,-0.4984867978910749,,,,,0.5307692307692304,0.0959751515794207,0.5065230443151355,,0.47861765042104193,,,0.770146706951956,1.09353017,,-0.11711748450644488,0.0004442123195562013,0.003520588703441686,,0.0031191853006562464,0.11809005669044592,,0.07512135952520715,0.26757813821320486,0.054840449767177724,,0.12472127261542809,,,,,,,,-0.0016992357529598,-0.06850790542507,-0.0380668799238345,5.89
2012-02-10,-0.0016992357529598016,0.032846513772295874,-0.06899287148695143,0.0,-0.1743533871447778,,-0.4666075212044311,,,,,0.5230769230769229,0.0194474696462655,0.32796547520967023,,0.3242601577960457,,,0.5009603375864708,1.1353915,,-0.11662466932696836,-0.001220816575189589,0.002473272793448632,,-0.008473305563180045,0.08014478099458278,,0.041475947721925976,0.21582933486670378,0.055301161152774725,,0.10034735113492665,,,,,,,,-0.0668086696721102,-0.0363676441708748,-0.0154244703256316,5.88
2012-02-11,-0.06680866967211027,-0.0651065416015799,-0.07696104113612844,0.11347415043199605,-0.1685913639820526,,-1.053412149686377,,,,,0.3157894736842103,0.0475896373949844,0.34326945239575946,,0.3364944556961234,,,0.559695483045367,1.15551803,,-0.14530670306890747,0.002985076675773126,0.002964006525366494,,0.021341478375692446,0.09759869041907576,,-0.0014435122303915193,0.16714785175166108,0.029831555431741208,,0.08140814429470034,,,,,,,,0.0304410255012355,0.0513841993464786,-0.1175557887516446,5.5
2012-02-12,0.030441025501235553,-0.03806687992383454,0.01242251999855711,0.030441025501235553,-0.1518805312927191,,-0.7116688075853104,,,,,0.6714285714285709,0.0676172167753867,0.28963635100648133,,0.2817217383288869,,,0.6517286495490207,1.09013106,,-0.1755832425449545,0.003741783969980601,0.0032497644392996544,,0.026896986787890098,0.10802456486285306,,0.00041985134062727525,0.1523003826333464,0.009209958599573298,,0.08579162670980978,,,,,,,,0.0209431738452431,-0.14799681425288,-0.1897565352814725,5.67
2012-02-13,0.020943173845243173,-0.015424470325631639,0.03336569384380043,0.036943515191684276,-0.08441734181258306,,-0.47559412440199195,,,,,0.7435897435897443,0.0437876342472325,0.3407504633390536,,0.33752117930095293,,,0.7299775671752383,1.07230709,,-0.14787190301999253,0.006392579113268727,0.002746635056180732,,0.04684424247504104,0.08979835061937336,,-0.003957327408336653,0.08046001440424641,0.04213276860746351,,0.08180970257216025,,,,,,,,-0.1689399880981233,-0.2106997091267158,-0.2498351380703169,5.79
2012-02-14,-0.16893998809812336,-0.11755578875164463,-0.151517944651459,-0.08051451707129548,-0.37992005321913574,,-1.8856278516345433,,,,,0.24812030075187974,0.3402624607211875,0.925602927990997,,0.9084702979602304,,,0.5263219303613192,1.04822456,,-0.20297136748188727,-0.00946465107051941,0.005873120345535487,,-0.06213589550431764,0.2138774505552905,,0.010520801127290369,0.3904408543464261,0.052598502020133164,,0.09802180924796389,,,,,,,,-0.0417597210285925,-0.0808951499721937,-0.0460332318059746,4.89
2012-02-15,-0.041759721028592565,-0.18975653528147257,-0.224422051381817,-0.2261241794523475,-0.41466220158908157,,-2.0620684479553217,,,,,0.09774436090225622,0.059112528113864,0.9345268949375811,,0.9737570478938002,,,0.4103435916981526,0.88628318,,-0.35236444660468336,0.1114895506878208,0.027240399980282777,,3.5542910047414846,4.470818635599277,,0.060683276679954545,0.4753454782690361,0.06787642533163751,,0.1627510799879648,,,,,,,,-0.0391354289436011,-0.0042735107773821,-0.1032305894000014,4.69
2012-02-16,-0.0391354289436011,-0.24983513807031696,-0.26695884414890836,-0.3310728269655205,-0.28546231571346814,,-2.096388600076629,,,,,0.20689655172413768,0.236299157930671,1.317766975083638,,1.3721590861633657,,,0.2673195716995139,0.85881942,,-0.34045218767400287,0.026491584145414172,0.010273418759046207,,0.22765829029396523,0.4455098359514984,,0.09520514790078671,0.38066746361425485,0.046435195472639634,,0.18469947990394786,,,,,,,,0.0348619181662189,-0.0640951604564002,-0.0292484291262322,4.51
2012-02-17,0.0348619181662189,-0.046033231805974635,-0.23039769022972956,-0.299390561716681,-0.41893571236646376,,-1.7451686248213711,,,,,0.3005780346820808,0.1368856192571846,0.9104729914467745,,0.9124582363081463,,,0.5759193562032408,0.84731155,,-0.22151637483943243,0.032664843417497036,0.008736436212362723,,0.29643490138245254,0.3551844840182836,,0.1261702313917592,0.545105943758223,0.024330181644605098,,0.2138041975853291,,,,,,,,-0.0989570786226192,-0.0641103472924512,-0.0505046952366724,4.67
2012-02-18,-0.09895707862261927,-0.10323058940000143,-0.2625460991802385,-0.3395071403163669,-0.38556791369290133,,-2.1495864132244793,,,,,0.05421686746987996,0.1238693285921787,1.115535239669282,,1.023476530652666,,,0.44125853288534966,0.87548728,,-0.23691774965125845,0.02985291144074013,0.00904009036440852,,0.26417516465146273,0.37212365495921484,,0.13019433797909308,0.5157622516719944,0.06199455290045597,,0.18861137298862474,,,,,,,,0.0348467313301681,0.0484523833859467,0.079497005067907,4.23
2012-02-19,0.0348467313301681,-0.029248429126232205,-0.258140393351306,-0.24571787335274878,-0.46169293518834614,,-1.8060832597785448,,,,,0.14457831325301215,0.0212024200395857,0.6483070229926962,,0.5622313710489144,,,0.44475610128539983,0.85418126,,-0.30213232093512854,0.02990596093379789,0.010390100284186224,,0.26476890657145846,0.45286121018469516,,0.11375867377700821,0.5754516089653543,0.08718955744762358,,0.17262172878972493,,,,,,,,0.0136056520557786,0.0446502737377389,0.0292484291262321,4.38
2012-02-20,0.013605652055778678,-0.05050469523667248,-0.2654779151407704,-0.23211222129697007,-0.42184671048005,,-1.611033739120637,,,,,0.18072289156626548,0.0909782649454244,0.5468636484104926,,0.5631818403498907,,,0.5305139466577731,0.87896592,,-0.30176151428585796,0.029834586809773644,0.011809001055261115,,0.26397020075594146,0.5486349542787674,,0.10827551756689324,0.5301222280469433,0.08201595794503236,,0.15651084780424362,,,,,,,,0.0310446216819601,0.0156427770704535,0.1618430254504137,4.44
2012-02-21,0.031044621681960108,0.079497005067907,-0.065493305360687,-0.217011250012146,-0.3937519434445111,,-1.3383503193570605,,,,,0.46808510638297895,0.070214079954985,0.4307888071409976,,0.49435895748438646,,,0.6975579776920245,0.8748865,,-0.2687932499607709,0.027948874492987098,0.009407262274419103,,0.24322770581151198,0.3931804035545665,,0.10473079051552503,0.4984827339600361,0.07128144861365993,,0.14570159739033173,,,,,,,,-0.0154018446115067,0.1307984037684536,0.0776885784545054,4.58
2012-02-22,-0.015401844611506703,0.02924842912623219,-0.0391354289436011,-0.2635574803254182,-0.3685772224239746,,-1.357721676786562,,,,,0.4404761904761902,0.0432298559128967,0.4892798054382559,,0.5145253126554248,,,0.6969674837377143,0.86595781,,-0.28995902306392685,-0.3305436311993121,0.012078447030846595,,-0.6982321308158517,0.5682668379850844,,0.08388440708636224,0.45246162951033686,0.05987104057823878,,0.09799983025509107,,,,,,,,0.1462002483799604,0.093090423066012,0.1031407589195134,4.51
2012-02-23,0.1462002483799604,0.16184302545041376,0.1462002483799604,-0.12075859576894794,-0.2269676477526132,,-0.23297656240823952,,,,,1.0,0.1034246551570374,0.5224102825279615,,0.5304901974319397,,,0.8472663148620572,0.88771358,,-0.279709790369545,0.020846160664635786,0.014830748365456479,,0.17085478938072152,0.8015500748249405,,0.07767476348032964,0.30464241123294283,0.08111631150000376,,0.06726176504788839,,,,,,,,-0.0531098253139482,-0.0430594894604468,-0.0470675108579856,5.22
2012-02-24,-0.05310982531394829,0.07768857845450547,0.058228504899793,-0.17216918532993664,-0.2427480999725227,,-0.6118601147554155,,,,,0.7500000000000004,0.0739079488184395,0.5429334735930027,,0.5312268074248351,,,0.8078249012578371,1.01031089,,-0.1666130782297719,0.01733646996399269,0.015242864560283169,,0.13811645177165643,0.8425909107999945,,0.07817404754280233,0.320922147515325,0.11821031548659988,,0.037795638023292,,,,,,,,0.0100503358535015,0.0060423144559626,0.0180185055026782,4.95
2012-02-25,0.010050335853501506,0.1031407589195134,0.1672359193759137,-0.0953101798043249,-0.0953101798043249,,-0.500443673156428,,,,,0.7777777777777779,0.0420066893123846,0.5545404281435095,,0.5403439021080572,,,0.9339720548116732,1.0069634,,-0.1038809443608466,0.015883536243596962,0.01342319315069525,,0.12509321163050613,0.6741887815737475,,0.0725503366487068,0.16786051645303168,0.08996002607026288,,0.029825196170170543,,,,,,,,-0.0040080213975387,0.0079681696491768,-0.0242926925690445,5.0
2012-02-26,-0.004008021397538711,-0.04706751085798562,0.1283811666482069,-0.12975922670309908,-0.16612687087397393,,-0.4898163062433847,,,,,0.7391304347826094,0.0791918774273712,0.5156272747220042,,0.4901850031151127,,,0.9067902069321488,0.9562508,,-0.08135153044497423,0.015412077996199015,0.010654932294873678,,0.12093114796571514,0.4698273161676745,,0.09128343503562242,0.25741030590959635,0.08950889013297791,,0.04328353288772391,,,,,,,,0.0119761910467156,-0.0202846711715058,0.0020060187268657,4.98
2012-02-27,0.01197619104671562,0.018018505502678212,0.1267517056391438,-0.13872620950162665,0.026132140276848122,,-0.39867338033311006,,,,,0.8043478260869568,0.0534190330458718,0.47748819978314483,,0.46287085994722166,,,0.9081709168023251,0.987122,,-0.041883055110306655,0.016255196121111627,0.011226917829740982,,0.12839609927171303,0.5078579034179742,,0.0884638444124679,0.06233170413561978,0.07971994506043867,,0.046754443562292636,,,,,,,,-0.0322608622182214,-0.0099701723198499,-0.0079681696491768,5.04
2012-02-28,-0.032260862218221435,-0.024292692569044587,0.06344622173896226,-0.0020470836217247996,-0.11960287237336949,,-0.6284883888919748,,,,,0.5526315789473685,0.0900316370477546,0.6302560479492836,,0.6218463790458065,,,0.6584296771182464,0.99206546,,-0.09778150835867105,0.02061461275549025,0.00815324787647788,,0.16863699351075145,0.32379746647198626,,0.09550328787938334,0.2151061602527528,0.10446339289481932,,0.05398758352457733,,,,,,,,0.0222906898983716,0.0242926925690444,-0.0186148084422319,4.88
2012-02-29,0.022290689898371647,0.002006018726865766,0.10113875624884033,0.06200332730523935,-0.11175286662979221,,-0.4137538332507729,,,,,0.6760563380281697,0.0406366223811366,0.5244970764595309,,0.5354993189069873,,,0.7252572019384591,0.97277124,,-0.07232351293702088,0.0043187042889883285,0.0083374167654933,,0.03117332874272072,0.33355115195976914,,0.08319811312176562,0.19495097975155784,0.10225898510014675,,0.055315118266770824,,,,,,,,0.0020020026706729,-0.0409054983406034,-0.0705686901641623,4.99
2012-03-01,0.0020020026706729687,-0.007968169649176845,-0.04305948946044688,0.1031407589195134,-0.05826890812397576,,-0.3795242316417039,,,,,0.5686274509803925,0.0374454420530154,0.5737578904965055,,0.581300124593267,,,0.6488901781693349,0.98303424,,-0.08203007310409305,-0.0003722416034929555,0.008068901820319033,,-0.0025989192433852892,0.3193779292505583,,0.0794744829947085,0.13774339111868425,0.11832234231450656,,0.0609755037482671,,,,,,,,-0.0429075010112765,-0.0725706928348353,-0.0387408283164305,5.0
2012-03-02,-0.04290750101127655,-0.018614808442231935,-0.03285716515777505,0.025371339742017895,-0.2050263504877116,,-0.6770179596279867,,,,,0.31914893617021306,0.0753134111929105,0.5357022132080403,,0.5479796538686517,,,0.5736870557645043,0.99267825,,-0.0798189245673866,-0.2897902247511322,-0.03702067971524683,,-0.6698069754893605,-0.5262056578021164,,0.05437625027720294,0.2594026007649145,0.09445355942087863,,0.04087151689845925,,,,,,,,-0.0296631918235589,0.0041666726948459,0.0548360718765503,4.79
2012-03-03,-0.02966319182355891,-0.07056869016416231,-0.07257069283483537,0.09466522654107827,-0.3005027608808424,,-0.8636582305323812,,,,,0.10000000000000142,0.0624906278481549,0.6239008541602408,,0.6807367895835713,,,0.5028377297499789,0.95273137,,-0.1931892390959713,-0.23811314198044362,-0.02750171294870451,,-0.6250176233087443,-0.45207022316057055,,0.08512926932390208,0.38563203020474446,0.09399917074814246,,0.07856173551929224,,,,,,,,0.0338298645184046,0.084499263700109,0.0685626714372966,4.65
2012-03-04,0.03382986451840467,-0.038740828316430595,-0.034732806918891954,0.09364835972931507,-0.2698525492798173,,-0.5316781678487955,,,,,0.41999999999999993,0.0287367698157319,0.6172868821134423,,0.6453810630359194,,,0.5454787968228995,0.93570447,,-0.21009009395662037,-0.256289039414017,-0.030881662113348616,,-0.6420931748757329,-0.4809104462055097,,0.04406032790664227,0.31391287718645955,0.03526103498688338,,0.03740165952107155,,,,,,,,0.0506693991817043,0.0347328069188919,0.0246419039369289,4.81
2012-03-05,0.050669399181704315,0.054836071876550305,0.003960401216096914,0.1307121068552407,-0.1603426500751795,,0.0026800921279941264,,,,,0.9199999999999999,0.0578106759448712,0.5776269608317578,,0.6119543403360787,,,0.5924685619766717,0.97707036,,-0.15449575668344384,-0.20574456044431336,-0.020819515964866222,,-0.5901995271273648,-0.38445836617425033,,0.030959488264475254,0.19130213833965476,0.018636985275662266,,0.03603262659612483,,,,,,,,-0.0159365922628124,-0.0260274952447754,-0.0099305682026006,5.06
2012-03-06,-0.015936592262812414,0.06856267143729668,0.02028467117150593,0.08373089291046795,-0.1173367067045418,,-0.11909669105679298,,,,,0.8260869565217409,0.0373798695581,0.49707064319582794,,0.5067636079647846,,,0.6404992464077728,1.00656035,,-0.12064851729961135,-0.1991415620391806,-0.02269672769957959,,-0.5822874741573953,-0.4050812596161042,,0.013300194671845844,0.13063690137638764,0.006791235705896348,,0.03658396636029693,,,,,,,,-0.0100909029819629,0.0060060240602117,-0.0100909029819629,4.98
2012-03-07,-0.010090902981962944,0.02464190393692893,-0.012096921708828682,0.08904183454001167,-0.12742760968650482,,-0.1801361060115936,,,,,0.6734693877551019,0.0419061934487501,0.5759153659879199,,0.5744272742615987,,,0.47092687040264797,1.00730295,,-0.08666134871134945,-0.2510838790052593,-0.03103475572433987,,-0.6373641359263146,-0.4821450532193521,,0.0027018290782354626,0.13012943876474029,0.012003519693553955,,0.022461290569268044,,,,,,,,0.0160969270421748,0.0,0.0020263431452324,4.93
