date,open,high,low,close,vol_btc,vol_usd,rv_5m,rv_park,adr_act,mvrv,fee_ntv,flow_in_ex,flow_out_ex,hashrate,sply,sply_ex,tx_tfr,spot_vol_usd,eth_price,stbl_sply,funding_daily,fwd_ret_1d,fwd_ret_2d,fwd_ret_3d
2012-01-15,6.3,7.15,6.3,7.15,16.6993007,119.40000000500001,0.12656272330842944,0.07600866154139686,14683.0,1.3151655,10.17800219,5514.79443273,12289.02958531,9.32632566910339,8110949.98999999,35261.90202749,14234.0,970268.460715251,,,,-0.0070175726586466465,-0.1753528874778613,-0.0070175726586466465
2012-01-16,7.15,7.15,6.2,7.1,12.64929577,86.749999967,0.1967150421403689,0.11813942263008398,13421.0,1.36849062,23.02838049,3162.12950736,1715.47824207,8.64239512003582,8117899.98999999,36708.55329278,12316.0,441747.539248375,,,,-0.16833531481921463,0.0,-0.1323248772961816
2012-01-17,7.1,7.1,6.0,6.0,80.51400824000001,493.130463893,0.1545321271198161,0.10556111971277736,14860.0,1.30213368,29.07327978,5994.25095551,5860.73199066,10.8807132806206,8126649.98999999,36842.07225763,14428.0,865166.953133694,,,,0.16833531481921474,0.03601043752303303,0.14698219034864585
2012-01-18,6.0,7.1,5.99,7.1,133.44676912,826.9024469742,0.2127073901193027,0.127739878377797,14887.0,1.08841281,7.80493651,9557.33255416,4824.41707919,9.76155420032821,8134499.98999999,41574.9877326,13783.0,1353150.36511853,,,,-0.1323248772961816,-0.021353124470568946,-0.047593697123086164
2012-01-19,7.1,7.1,5.52,6.22,246.71581895,1542.2212267916,0.4161758277851139,0.2541390998596364,14263.0,1.14730395,10.68730143,5287.18511886,5929.75933776,7.95846457096824,8140899.97299999,40932.4135137,12978.0,1382828.51164212,,,,0.11097175282561274,0.08473118017309546,0.08768103481951676
2012-01-20,6.22,6.95,6.22,6.95,95.82599863,647.201739156,0.127814534918095,0.076760451029371,15211.0,1.22398742,27.54301178,3103.50708808,5001.77587417,9.32632566910339,8148399.87710466,39034.14472761,13859.0,743776.919557435,,,,-0.02624057265251727,-0.023290718006095994,-0.06386728363813932
2012-01-21,6.95,6.95,6.28,6.77,81.41385241,512.26257306,0.12367888806649889,0.07577764209619585,14105.0,1.25883339,24.66002642,3354.74958961,4998.78588817,9.01544814679995,8155649.47198481,37390.10842905,13259.0,448945.663232685,,,,0.0029498546464211185,-0.03762671098562207,-0.03303603727702301
2012-01-22,6.77,6.83,6.03,6.79,81.27103303,501.4066072173,0.15267500975979914,0.08836770149040683,13487.0,1.19649675,4.87582481,3497.2275437,2690.80681296,10.196782731553,8163849.04744397,38196.52915979,12306.0,429573.236942152,,,,-0.04057656563204326,-0.035985891923444195,-0.07331526501748306
2012-01-23,6.79,6.79,6.0,6.52,94.92062908999999,608.4838474815999,0.0991791853276136,0.060295013906727764,11492.0,1.2195885,3.04349878,1215.03355305,768.40354277,8.79571160032404,8170648.84204106,38643.15917007,10692.0,292550.832007397,,,,0.00459067370859905,-0.032738699385439836,-0.17012628370013633
2012-01-24,6.52,6.57,6.0,6.55,85.44624147,550.6356605427001,0.13013924172979213,0.0615980614872984,13508.0,1.23243877,5.10163199,2599.18220582,6630.73150211,11.0512799993501,8179148.67363629,34611.60987378,12623.0,121789.074088825,,,,-0.037329373094038755,-0.17471695740873525,-0.10790828773662496
2012-01-25,6.55,6.86,6.0,6.31,81.1232564,505.8863592615,0.16279433734366427,0.10491634684843548,15215.0,1.21229511,10.80555719,4115.93715497,3926.81919073,9.03604658770391,8186097.56325165,34800.72783802,14680.0,248170.840846404,,,,-0.13738758431469644,-0.07057891464258619,-0.2508617347466925
2012-01-26,6.31,6.31,5.5,5.5,29.91907058,183.9801518551,0.1490935748427469,0.08163317876949407,16707.0,1.12369377,10.12035195,7558.53965453,4615.5492776,9.62111435237539,8193497.34414703,37743.71821495,15795.0,824199.746451667,,,,0.06680866967211031,-0.11347415043199605,0.0
2012-01-27,5.5,6.03,3.8,5.88,92.07999287,528.4378821385001,0.250659214756911,0.3106906040219316,13823.0,1.04093223,5.37378791,10161.06656423,4655.2520405,8.97103905829597,8200396.51861203,43249.53273868,12588.0,709438.694875339,,,,-0.18028282010410623,-0.06680866967211027,-0.052367985517315925
2012-01-28,5.88,5.88,4.91,4.91,0.25,1.2275,0.18028282010410623,0.10827086757312916,14379.0,1.03027298,22.86543825,5089.6315082,5007.34313272,9.16606164651979,8207445.1514304,43331.82111416,12824.0,637351.042751886,,,,0.11347415043199605,0.1279148345867904,0.07643287875164698
2012-01-29,4.91,5.9,4.91,5.5,9.45484643,52.2104692015,0.2144621315216949,0.12879763600340732,13257.0,1.09958449,9.12996959,7439.77742942,3794.15896727,9.42609176415156,8214692.90088381,46977.43957631,12665.0,514039.486845598,,,,0.014440684154794428,-0.0370412716803491,0.06680866967211031
2012-01-30,5.5,5.58,5.3,5.58,15.16,83.9208,0.0634227686584961,0.03808925433149916,14267.0,1.04861043,220.81327674,1866.10239327,1982.2157352,10.8562574111263,8223041.75104146,46861.32623438,12735.0,267011.761373563,,,,-0.05148195583514345,0.05236798551731594,0.1181812040868877
2012-01-31,5.58,6.22,3.8,5.3,110.50333334,642.8201371246,0.6171862546184783,0.289697032486712,13370.0,1.07087848,28.71874725,2025.64960141,1749.2357361,11.181295058166,8231641.41143302,47137.74009969,12410.0,239285.87447651,,,,0.10384994135245938,0.16966315992203132,0.17284281283941083
2012-02-01,5.3,5.99,5.3,5.88,12.058806279999999,71.2636999578,0.14191267561002946,0.09776555449823919,15858.0,1.07878577,8.27920867,3368.72560664,5818.01734899,9.75112941119127,8239141.34443302,44688.44835734,13868.0,282567.517291852,,,,0.06581321856957183,0.06899287148695142,0.010152371464018128
